hour_of_the_year;hour_of_the_day;day;electricity_consumption
7729;1;323;0.532014
7730;2;323;0.3753945
7731;3;323;0.30060025
7732;4;323;0.286637
7733;5;323;0.258012
7734;6;323;0.26461725
7735;7;323;0.28447525
7736;8;323;0.27521325
7737;9;323;0.3751485
7738;10;323;0.3051965
7739;11;323;0.52791975
7740;12;323;0.289453
7741;13;323;0.31186
7742;14;323;0.49599
7743;15;323;0.442776
7744;16;323;0.284641
7745;17;323;0.79628275
7746;18;323;0.5900875
7747;19;323;0.4669215
7748;20;323;0.7693205
7749;21;323;0.58732625
7750;22;323;0.891068
7751;23;323;0.548377
7752;24;323;0.35148475
