hour_of_the_year;hour_of_the_day;day;electricity_consumption
8737;1;365;0.41846825
8738;2;365;0.312502
8739;3;365;0.285991
8740;4;365;0.2841415
8741;5;365;0.26881625
8742;6;365;0.31089425
8743;7;365;0.412202
8744;8;365;0.4013135
8745;9;365;0.414373
8746;10;365;0.97880175
8747;11;365;0.44847075
8748;12;365;0.37438675
8749;13;365;0.34006175
8750;14;365;0.831084
8751;15;365;1.65891275
8752;16;365;0.523177
8753;17;365;1.18808375
8754;18;365;1.59306075
8755;19;365;1.0626335
8756;20;365;0.6593225
8757;21;365;0.8349205
8758;22;365;1.09535875
8759;23;365;1.51308375
8760;24;365;0.80259475
