hour_of_the_year;hour_of_the_day;day;electricity_consumption
2209;1;93;0.4998255
2210;2;93;0.48855775
2211;3;93;0.46979875
2212;4;93;0.47959225
2213;5;93;0.3236015
2214;6;93;0.288781
2215;7;93;0.2897595
2216;8;93;0.28925275
2217;9;93;0.379632
2218;10;93;0.60232125
2219;11;93;0.69813825
2220;12;93;2.51628725
2221;13;93;1.146658
2222;14;93;0.953202
2223;15;93;0.70443475
2224;16;93;0.441071
2225;17;93;0.43418725
2226;18;93;0.644403
2227;19;93;0.75327375
2228;20;93;1.0253915
2229;21;93;0.6041855
2230;22;93;0.62109775
2231;23;93;0.47629525
2232;24;93;0.2463145
