hour_of_the_year;hour_of_the_day;day;electricity_consumption
2761;1;116;0.1962455
2762;2;116;0.19191975
2763;3;116;0.188345
2764;4;116;0.22356825
2765;5;116;0.17054775
2766;6;116;0.15451675
2767;7;116;0.18135975
2768;8;116;0.2171625
2769;9;116;0.32169375
2770;10;116;0.217776
2771;11;116;0.19648575
2772;12;116;0.197969
2773;13;116;0.19244925
2774;14;116;0.21790925
2775;15;116;0.25947475
2776;16;116;1.01937875
2777;17;116;0.4998135
2778;18;116;0.34043675
2779;19;116;0.91489125
2780;20;116;1.115127
2781;21;116;1.139868
2782;22;116;0.39749775
2783;23;116;0.4259745
2784;24;116;0.464322
