hour_of_the_year;hour_of_the_day;day;electricity_consumption
1705;1;72;0.411815
1706;2;72;0.30757575
1707;3;72;0.26335825
1708;4;72;0.280076
1709;5;72;0.28660475
1710;6;72;0.29721575
1711;7;72;0.31914
1712;8;72;0.30126875
1713;9;72;0.296133
1714;10;72;0.87240825
1715;11;72;0.960237
1716;12;72;1.08511925
1717;13;72;0.27435725
1718;14;72;0.37649825
1719;15;72;0.89149825
1720;16;72;0.81320775
1721;17;72;1.03255925
1722;18;72;0.42052425
1723;19;72;0.4274515
1724;20;72;0.4958535
1725;21;72;0.58599975
1726;22;72;0.65051675
1727;23;72;0.63421725
1728;24;72;0.381704
