hour_of_the_year;hour_of_the_day;day;electricity_consumption
4873;1;204;0.19138075
4874;2;204;0.18031975
4875;3;204;0.1894885
4876;4;204;0.190364
4877;5;204;0.18974325
4878;6;204;0.23307925
4879;7;204;0.18704625
4880;8;204;0.16252875
4881;9;204;0.18704925
4882;10;204;0.21750375
4883;11;204;0.25769625
4884;12;204;0.62808975
4885;13;204;0.66570875
4886;14;204;0.71672125
4887;15;204;0.779518
4888;16;204;0.17732325
4889;17;204;0.179189
4890;18;204;0.54327575
4891;19;204;0.63545325
4892;20;204;0.37817125
4893;21;204;1.08837225
4894;22;204;0.73527575
4895;23;204;0.4885915
4896;24;204;0.37016775
