hour_of_the_year;hour_of_the_day;day;electricity_consumption
6673;1;279;0.4282835
6674;2;279;0.3948005
6675;3;279;0.3806595
6676;4;279;0.39929925
6677;5;279;0.3932155
6678;6;279;0.393017
6679;7;279;0.395921
6680;8;279;0.443349
6681;9;279;0.30563475
6682;10;279;0.29190575
6683;11;279;0.93427825
6684;12;279;0.46253025
6685;13;279;0.65615475
6686;14;279;0.279069
6687;15;279;0.33106875
6688;16;279;0.2794295
6689;17;279;0.33492275
6690;18;279;1.07039775
6691;19;279;1.36049525
6692;20;279;0.72569525
6693;21;279;0.60612975
6694;22;279;0.502877
6695;23;279;0.6922075
6696;24;279;0.40893225
