hour_of_the_year;hour_of_the_day;day;electricity_consumption
2377;1;100;0.27880075
2378;2;100;0.28255625
2379;3;100;0.26911875
2380;4;100;0.2874695
2381;5;100;0.27822175
2382;6;100;0.30939525
2383;7;100;0.3078765
2384;8;100;0.29211575
2385;9;100;0.559275
2386;10;100;0.8566775
2387;11;100;0.88705775
2388;12;100;1.034793
2389;13;100;0.383976
2390;14;100;0.46383
2391;15;100;0.41354675
2392;16;100;0.4452825
2393;17;100;0.94846075
2394;18;100;0.6738875
2395;19;100;0.68871975
2396;20;100;1.36529975
2397;21;100;0.7259195
2398;22;100;0.5864015
2399;23;100;0.7735945
2400;24;100;0.67792325
