hour_of_the_year;hour_of_the_day;day;electricity_consumption
8665;1;362;0.3552595
8666;2;362;0.29875825
8667;3;362;0.29333875
8668;4;362;0.2947375
8669;5;362;0.29351175
8670;6;362;0.32820375
8671;7;362;0.325478
8672;8;362;1.01612825
8673;9;362;0.51559875
8674;10;362;0.41545425
8675;11;362;0.36538775
8676;12;362;0.29997125
8677;13;362;0.3878355
8678;14;362;1.04321375
8679;15;362;0.79049775
8680;16;362;0.30901
8681;17;362;1.524063
8682;18;362;0.91470775
8683;19;362;0.9149875
8684;20;362;1.123714
8685;21;362;0.736753
8686;22;362;0.6515245
8687;23;362;0.5194735
8688;24;362;0.42369
