hour_of_the_year;hour_of_the_day;day;electricity_consumption
6265;1;262;1.41523325
6266;2;262;0.21790675
6267;3;262;0.212616
6268;4;262;0.19897525
6269;5;262;0.23412525
6270;6;262;0.528901
6271;7;262;0.229474
6272;8;262;0.197917
6273;9;262;0.19242975
6274;10;262;0.198684
6275;11;262;0.1996065
6276;12;262;0.28604275
6277;13;262;0.19682375
6278;14;262;0.646899
6279;15;262;0.19566875
6280;16;262;0.415955
6281;17;262;0.85683
6282;18;262;0.395684
6283;19;262;0.4120265
6284;20;262;0.62059975
6285;21;262;1.08603275
6286;22;262;0.6451215
6287;23;262;0.314968
6288;24;262;0.19760625
