hour_of_the_year;hour_of_the_day;day;electricity_consumption
5617;1;235;0.20232925
5618;2;235;0.19175725
5619;3;235;0.21221375
5620;4;235;0.181235
5621;5;235;0.280941
5622;6;235;0.25624275
5623;7;235;0.207002
5624;8;235;0.18518975
5625;9;235;0.19381
5626;10;235;0.19451875
5627;11;235;0.208501
5628;12;235;0.15829
5629;13;235;0.1758845
5630;14;235;0.184127
5631;15;235;0.178883
5632;16;235;0.19966675
5633;17;235;1.140093
5634;18;235;0.6531225
5635;19;235;0.418014
5636;20;235;0.4272825
5637;21;235;0.32343825
5638;22;235;0.20938475
5639;23;235;0.15377175
5640;24;235;0.17489025
