hour_of_the_year;hour_of_the_day;day;electricity_consumption
7825;1;327;0.4321325
7826;2;327;0.29341125
7827;3;327;0.2857
7828;4;327;0.289356
7829;5;327;0.34969225
7830;6;327;0.35235025
7831;7;327;0.9861145
7832;8;327;0.277787
7833;9;327;0.355407
7834;10;327;0.58487275
7835;11;327;0.29813875
7836;12;327;0.29413725
7837;13;327;0.305864
7838;14;327;0.4340645
7839;15;327;0.43823175
7840;16;327;0.328366
7841;17;327;0.35881375
7842;18;327;0.6192775
7843;19;327;1.36389925
7844;20;327;0.6723075
7845;21;327;0.92552325
7846;22;327;0.79714625
7847;23;327;0.61222
7848;24;327;0.5173905
