hour_of_the_year;hour_of_the_day;day;electricity_consumption
697;1;30;0.29280975
698;2;30;0.29263125
699;3;30;0.2752715
700;4;30;0.281895
701;5;30;0.26694475
702;6;30;0.2918675
703;7;30;0.2986895
704;8;30;0.38192225
705;9;30;0.41349075
706;10;30;0.38480125
707;11;30;0.71808125
708;12;30;1.638051
709;13;30;1.24775475
710;14;30;1.031793
711;15;30;1.74414
712;16;30;0.6794535
713;17;30;0.9911455
714;18;30;0.29336775
715;19;30;0.4115605
716;20;30;0.32678825
717;21;30;0.41769375
718;22;30;0.70774
719;23;30;0.7654935
720;24;30;0.50860225
