hour_of_the_year;hour_of_the_day;day;electricity_consumption
4561;1;191;0.18686825
4562;2;191;0.17529
4563;3;191;0.1745035
4564;4;191;0.1727835
4565;5;191;0.19142575
4566;6;191;0.19534575
4567;7;191;0.19384875
4568;8;191;0.197848
4569;9;191;0.42485175
4570;10;191;1.06187025
4571;11;191;0.3203275
4572;12;191;1.08994875
4573;13;191;0.85058975
4574;14;191;0.8127585
4575;15;191;1.559587
4576;16;191;0.431502
4577;17;191;1.099709
4578;18;191;1.10441825
4579;19;191;0.4348675
4580;20;191;0.50549225
4581;21;191;0.62133425
4582;22;191;0.73663
4583;23;191;0.5427055
4584;24;191;0.39886875
