hour_of_the_year;hour_of_the_day;day;electricity_consumption
5089;1;213;0.22097325
5090;2;213;0.18508075
5091;3;213;0.18501375
5092;4;213;0.2098285
5093;5;213;0.246726
5094;6;213;0.1636825
5095;7;213;0.15464775
5096;8;213;0.18274425
5097;9;213;0.17869725
5098;10;213;0.18731775
5099;11;213;0.19785425
5100;12;213;0.1974255
5101;13;213;0.41945075
5102;14;213;0.3252295
5103;15;213;0.57871225
5104;16;213;0.595501
5105;17;213;0.92461575
5106;18;213;0.41633625
5107;19;213;0.2938995
5108;20;213;0.3743285
5109;21;213;0.3352555
5110;22;213;0.8910285
5111;23;213;0.8538125
5112;24;213;0.40827575
