hour_of_the_year;hour_of_the_day;day;electricity_consumption
4801;1;201;0.3153565
4802;2;201;0.23276125
4803;3;201;0.20009025
4804;4;201;0.234881
4805;5;201;0.21815425
4806;6;201;0.1967235
4807;7;201;0.1764155
4808;8;201;0.1588785
4809;9;201;0.17770375
4810;10;201;0.16938825
4811;11;201;0.20725175
4812;12;201;0.20393425
4813;13;201;0.28765925
4814;14;201;0.3410615
4815;15;201;1.5971665
4816;16;201;1.680709
4817;17;201;0.8225175
4818;18;201;0.4893995
4819;19;201;0.5676005
4820;20;201;0.4527695
4821;21;201;0.615743
4822;22;201;0.519177
4823;23;201;0.51625
4824;24;201;0.44962475
