hour_of_the_year;hour_of_the_day;day;electricity_consumption
3745;1;157;0.1770475
3746;2;157;0.182778
3747;3;157;0.2163585
3748;4;157;0.2171605
3749;5;157;0.1963155
3750;6;157;0.201004
3751;7;157;0.185637
3752;8;157;0.1741915
3753;9;157;0.1697835
3754;10;157;0.44104625
3755;11;157;0.25215925
3756;12;157;0.73452775
3757;13;157;0.542304
3758;14;157;0.39579675
3759;15;157;0.2051875
3760;16;157;0.23925225
3761;17;157;0.407737
3762;18;157;0.36277125
3763;19;157;0.68718525
3764;20;157;0.76601275
3765;21;157;0.48370175
3766;22;157;0.546145
3767;23;157;0.2110765
3768;24;157;0.3348045
