hour_of_the_year;hour_of_the_day;day;electricity_consumption
6361;1;266;0.18532325
6362;2;266;0.1923865
6363;3;266;0.196669
6364;4;266;0.19734425
6365;5;266;0.26822575
6366;6;266;0.26416425
6367;7;266;0.196197
6368;8;266;0.20350825
6369;9;266;0.79022375
6370;10;266;0.8190825
6371;11;266;0.2196245
6372;12;266;0.2188565
6373;13;266;0.21855825
6374;14;266;0.229691
6375;15;266;0.2823985
6376;16;266;0.1958475
6377;17;266;0.20031575
6378;18;266;0.256886
6379;19;266;0.856685
6380;20;266;0.546404
6381;21;266;0.62091675
6382;22;266;0.6128625
6383;23;266;0.442925
6384;24;266;0.22761475
