hour_of_the_year;hour_of_the_day;day;electricity_consumption
6817;1;285;0.29783075
6818;2;285;0.39266975
6819;3;285;0.22106675
6820;4;285;0.199924
6821;5;285;0.2204805
6822;6;285;0.297057
6823;7;285;1.01513925
6824;8;285;0.47690375
6825;9;285;0.1577955
6826;10;285;0.186632
6827;11;285;0.80107925
6828;12;285;0.84390225
6829;13;285;1.225448
6830;14;285;0.773453
6831;15;285;1.24882475
6832;16;285;0.65703575
6833;17;285;0.92389925
6834;18;285;0.99410775
6835;19;285;1.2145145
6836;20;285;1.43624875
6837;21;285;0.5955575
6838;22;285;0.44949025
6839;23;285;0.384923
6840;24;285;0.31784575
