hour_of_the_year;hour_of_the_day;day;electricity_consumption
2881;1;121;0.437903
2882;2;121;0.244937
2883;3;121;0.162326
2884;4;121;0.17623575
2885;5;121;0.1907625
2886;6;121;0.21640575
2887;7;121;0.17703625
2888;8;121;0.19453425
2889;9;121;0.204874
2890;10;121;0.2223855
2891;11;121;0.23720725
2892;12;121;0.56086775
2893;13;121;1.2166825
2894;14;121;0.45235575
2895;15;121;0.40435775
2896;16;121;0.7542005
2897;17;121;1.3962945
2898;18;121;0.9441215
2899;19;121;0.499456
2900;20;121;0.672378
2901;21;121;0.76191325
2902;22;121;0.677752
2903;23;121;1.11583
2904;24;121;1.02756775
