hour_of_the_year;hour_of_the_day;day;electricity_consumption
6289;1;263;0.311507
6290;2;263;0.34832775
6291;3;263;0.2617885
6292;4;263;0.28106
6293;5;263;0.27823025
6294;6;263;0.363503
6295;7;263;0.51093525
6296;8;263;0.50684475
6297;9;263;0.2862675
6298;10;263;0.28268375
6299;11;263;0.30527425
6300;12;263;0.38794775
6301;13;263;0.25878025
6302;14;263;0.2759535
6303;15;263;0.8777335
6304;16;263;0.961408
6305;17;263;0.35114025
6306;18;263;0.29935575
6307;19;263;0.5063755
6308;20;263;0.41719225
6309;21;263;0.4676655
6310;22;263;0.52157725
6311;23;263;0.43298975
6312;24;263;0.42454425
