hour_of_the_year;hour_of_the_day;day;electricity_consumption
3937;1;165;0.196366
3938;2;165;0.171518
3939;3;165;0.18889525
3940;4;165;0.17072525
3941;5;165;0.1815195
3942;6;165;0.17221775
3943;7;165;0.19525975
3944;8;165;0.19385725
3945;9;165;0.1942575
3946;10;165;1.07254575
3947;11;165;0.8786815
3948;12;165;0.55033525
3949;13;165;0.4867715
3950;14;165;0.38953375
3951;15;165;0.232069
3952;16;165;0.20638525
3953;17;165;0.5531305
3954;18;165;0.357354
3955;19;165;0.47215025
3956;20;165;0.42806825
3957;21;165;0.33294025
3958;22;165;0.33878125
3959;23;165;0.196612
3960;24;165;0.18411375
