hour_of_the_year;hour_of_the_day;day;electricity_consumption
145;1;7;0.356217
146;2;7;0.26650025
147;3;7;0.26414075
148;4;7;0.261772
149;5;7;0.32756125
150;6;7;0.277812
151;7;7;0.35204425
152;8;7;0.43051525
153;9;7;0.42839275
154;10;7;1.532578
155;11;7;0.92574975
156;12;7;0.66217025
157;13;7;0.269499
158;14;7;0.48975675
159;15;7;0.55884875
160;16;7;0.632553
161;17;7;0.62547425
162;18;7;1.00450675
163;19;7;1.617629
164;20;7;0.96137875
165;21;7;0.8462705
166;22;7;0.879927
167;23;7;0.405993
168;24;7;0.3336585
