hour_of_the_year;hour_of_the_day;day;electricity_consumption
4633;1;194;0.183936
4634;2;194;0.18853075
4635;3;194;0.1934835
4636;4;194;0.28420125
4637;5;194;0.29152575
4638;6;194;0.2312795
4639;7;194;0.198977
4640;8;194;0.17481975
4641;9;194;0.15115825
4642;10;194;0.1697025
4643;11;194;0.19095225
4644;12;194;0.21646075
4645;13;194;0.181472
4646;14;194;0.18086725
4647;15;194;0.228913
4648;16;194;0.3136215
4649;17;194;0.3050945
4650;18;194;0.88458075
4651;19;194;0.82777825
4652;20;194;0.66926225
4653;21;194;0.7131315
4654;22;194;0.6090705
4655;23;194;0.56395475
4656;24;194;0.3399995
