hour_of_the_year;hour_of_the_day;day;electricity_consumption
2737;1;115;0.222542
2738;2;115;0.194543
2739;3;115;0.195942
2740;4;115;0.1961035
2741;5;115;0.19591875
2742;6;115;0.21941675
2743;7;115;0.185924
2744;8;115;0.28436925
2745;9;115;0.47579075
2746;10;115;0.19280175
2747;11;115;0.20250925
2748;12;115;0.42822675
2749;13;115;0.2079545
2750;14;115;0.42849025
2751;15;115;0.50998975
2752;16;115;0.22373575
2753;17;115;0.39661275
2754;18;115;0.25068275
2755;19;115;0.15654275
2756;20;115;0.35261675
2757;21;115;0.42160575
2758;22;115;0.64729375
2759;23;115;0.762735
2760;24;115;0.34616725
