hour_of_the_year;hour_of_the_day;day;electricity_consumption
1609;1;68;0.34135325
1610;2;68;0.27026
1611;3;68;0.278032
1612;4;68;0.276139
1613;5;68;0.29158575
1614;6;68;0.3349645
1615;7;68;0.37794675
1616;8;68;0.639905
1617;9;68;0.3010355
1618;10;68;0.26520825
1619;11;68;0.279011
1620;12;68;0.28382375
1621;13;68;0.2930325
1622;14;68;0.29609975
1623;15;68;0.5128895
1624;16;68;0.283375
1625;17;68;0.29310375
1626;18;68;0.61188
1627;19;68;1.57543075
1628;20;68;0.48880625
1629;21;68;0.62468075
1630;22;68;0.6491225
1631;23;68;0.49087925
1632;24;68;0.52548925
