hour_of_the_year;hour_of_the_day;day;electricity_consumption
6505;1;272;0.46824425
6506;2;272;0.531572
6507;3;272;0.373748
6508;4;272;0.1858795
6509;5;272;0.2019185
6510;6;272;0.3516665
6511;7;272;0.45196975
6512;8;272;0.2124475
6513;9;272;0.1968155
6514;10;272;0.19275525
6515;11;272;0.403643
6516;12;272;0.412533
6517;13;272;0.18528375
6518;14;272;0.393233
6519;15;272;0.36493075
6520;16;272;0.43512475
6521;17;272;0.6284835
6522;18;272;0.336038
6523;19;272;0.32231775
6524;20;272;1.41353875
6525;21;272;0.5721085
6526;22;272;0.572799
6527;23;272;0.3364915
6528;24;272;0.1672805
