hour_of_the_year;hour_of_the_day;day;electricity_consumption
1009;1;43;0.27962025
1010;2;43;0.3139425
1011;3;43;0.3010445
1012;4;43;0.274458
1013;5;43;0.28339375
1014;6;43;0.29568525
1015;7;43;0.28598075
1016;8;43;0.2729755
1017;9;43;0.44536625
1018;10;43;0.48556675
1019;11;43;0.764277
1020;12;43;0.52616375
1021;13;43;0.8345
1022;14;43;1.07857225
1023;15;43;1.1614585
1024;16;43;0.4419565
1025;17;43;0.432208
1026;18;43;0.65606375
1027;19;43;0.68805
1028;20;43;0.45528375
1029;21;43;0.763144
1030;22;43;0.76349225
1031;23;43;0.5563435
1032;24;43;0.32509725
