hour_of_the_year;hour_of_the_day;day;electricity_consumption
2617;1;110;0.380042
2618;2;110;0.304849
2619;3;110;0.31320425
2620;4;110;0.27668825
2621;5;110;0.316949
2622;6;110;0.35595275
2623;7;110;0.30896525
2624;8;110;0.2781695
2625;9;110;0.3003995
2626;10;110;0.35279125
2627;11;110;1.132452
2628;12;110;0.26022625
2629;13;110;0.36269775
2630;14;110;0.3833515
2631;15;110;0.27880625
2632;16;110;0.26832325
2633;17;110;0.35742775
2634;18;110;1.03495825
2635;19;110;1.56381525
2636;20;110;0.6616865
2637;21;110;0.97388175
2638;22;110;0.3079685
2639;23;110;0.55614525
2640;24;110;0.3785545
