hour_of_the_year;hour_of_the_day;day;electricity_consumption
5353;1;224;0.166539
5354;2;224;0.1868155
5355;3;224;0.19665375
5356;4;224;0.218581
5357;5;224;0.2232245
5358;6;224;0.2004705
5359;7;224;0.8302425
5360;8;224;0.23182675
5361;9;224;1.3982395
5362;10;224;0.82073325
5363;11;224;0.754039
5364;12;224;0.70115225
5365;13;224;0.230805
5366;14;224;0.19977175
5367;15;224;0.38237575
5368;16;224;0.41253125
5369;17;224;0.40939475
5370;18;224;0.564167
5371;19;224;1.20018525
5372;20;224;0.41835825
5373;21;224;1.2172715
5374;22;224;0.40315675
5375;23;224;0.62095775
5376;24;224;0.31675925
