hour_of_the_year;hour_of_the_day;day;electricity_consumption
5545;1;232;0.197091
5546;2;232;0.1947885
5547;3;232;0.19348025
5548;4;232;0.19408975
5549;5;232;0.19007925
5550;6;232;0.1883355
5551;7;232;0.7694945
5552;8;232;0.8652215
5553;9;232;0.1956915
5554;10;232;0.2288615
5555;11;232;0.3322045
5556;12;232;0.43799825
5557;13;232;0.2514195
5558;14;232;2.083282
5559;15;232;0.701402
5560;16;232;0.57099675
5561;17;232;0.26706575
5562;18;232;0.25779075
5563;19;232;1.5440915
5564;20;232;0.3452965
5565;21;232;0.52914275
5566;22;232;0.3171185
5567;23;232;0.24040225
5568;24;232;0.286744
