hour_of_the_year;hour_of_the_day;day;electricity_consumption
4009;1;168;0.51146075
4010;2;168;0.5144
4011;3;168;0.3852665
4012;4;168;0.17898375
4013;5;168;0.18824875
4014;6;168;0.21112325
4015;7;168;0.22613075
4016;8;168;0.2195725
4017;9;168;1.38106775
4018;10;168;0.1805555
4019;11;168;0.251603
4020;12;168;0.309619
4021;13;168;0.2424725
4022;14;168;0.203317
4023;15;168;0.46640675
4024;16;168;0.2162215
4025;17;168;0.19978175
4026;18;168;0.44731075
4027;19;168;0.8977035
4028;20;168;1.338137
4029;21;168;1.67365375
4030;22;168;1.5054615
4031;23;168;0.80989175
4032;24;168;0.32239225
