hour_of_the_year;hour_of_the_day;day;electricity_consumption
3529;1;148;0.2853995
3530;2;148;0.2741095
3531;3;148;0.27274775
3532;4;148;0.28224775
3533;5;148;0.28694725
3534;6;148;0.27325225
3535;7;148;0.258186
3536;8;148;0.28516125
3537;9;148;0.28759375
3538;10;148;0.28535825
3539;11;148;0.282006
3540;12;148;0.27979925
3541;13;148;0.28302525
3542;14;148;0.2856815
3543;15;148;0.27906925
3544;16;148;0.279581
3545;17;148;0.25854575
3546;18;148;0.25822175
3547;19;148;0.284212
3548;20;148;0.28028175
3549;21;148;0.28240925
3550;22;148;0.28420475
3551;23;148;0.286066
3552;24;148;0.27320375
