hour_of_the_year;hour_of_the_day;day;electricity_consumption
1753;1;74;0.41008925
1754;2;74;0.35027225
1755;3;74;0.313861
1756;4;74;0.2542305
1757;5;74;0.2606695
1758;6;74;0.27917625
1759;7;74;0.28363375
1760;8;74;0.763897
1761;9;74;0.62692575
1762;10;74;0.41432225
1763;11;74;0.297428
1764;12;74;0.624501
1765;13;74;0.38444375
1766;14;74;0.50353225
1767;15;74;0.7114275
1768;16;74;0.42284475
1769;17;74;0.37293175
1770;18;74;0.49069675
1771;19;74;0.71747475
1772;20;74;0.670004
1773;21;74;0.6881335
1774;22;74;0.624599
1775;23;74;0.62622925
1776;24;74;0.37336725
