hour_of_the_year;hour_of_the_day;day;electricity_consumption
4969;1;208;0.1612005
4970;2;208;0.18190275
4971;3;208;0.2137675
4972;4;208;0.20421075
4973;5;208;0.20008225
4974;6;208;0.1971045
4975;7;208;0.28717575
4976;8;208;0.18952425
4977;9;208;0.17298225
4978;10;208;0.1748985
4979;11;208;0.20092425
4980;12;208;0.189349
4981;13;208;0.20003025
4982;14;208;0.19246625
4983;15;208;0.18340125
4984;16;208;0.17872
4985;17;208;0.195905
4986;18;208;0.1842615
4987;19;208;0.27976275
4988;20;208;1.0886565
4989;21;208;0.84059725
4990;22;208;0.31503675
4991;23;208;0.31338525
4992;24;208;0.2770275
