hour_of_the_year;hour_of_the_day;day;electricity_consumption
3217;1;135;0.19314475
3218;2;135;0.184117
3219;3;135;0.175342
3220;4;135;0.18507325
3221;5;135;0.19723825
3222;6;135;0.18516125
3223;7;135;0.20675825
3224;8;135;0.19312375
3225;9;135;0.20505075
3226;10;135;0.1892165
3227;11;135;0.20979525
3228;12;135;0.20663825
3229;13;135;0.99411175
3230;14;135;0.177538
3231;15;135;0.992683
3232;16;135;1.037517
3233;17;135;0.4117135
3234;18;135;0.530947
3235;19;135;0.4745765
3236;20;135;0.52312675
3237;21;135;0.773501
3238;22;135;0.76293575
3239;23;135;0.5907945
3240;24;135;0.41530825
