hour_of_the_year;hour_of_the_day;day;electricity_consumption
8089;1;338;0.37421975
8090;2;338;0.27927225
8091;3;338;0.2914845
8092;4;338;0.2905835
8093;5;338;0.2891395
8094;6;338;0.28729875
8095;7;338;0.38527575
8096;8;338;0.3985305
8097;9;338;0.3053385
8098;10;338;0.39647825
8099;11;338;0.8557585
8100;12;338;0.4904945
8101;13;338;0.39280925
8102;14;338;1.55880375
8103;15;338;1.085872
8104;16;338;1.04689425
8105;17;338;0.70888025
8106;18;338;0.5679475
8107;19;338;0.64185225
8108;20;338;0.57205325
8109;21;338;0.685265
8110;22;338;0.6799425
8111;23;338;0.40399375
8112;24;338;0.2979905
