hour_of_the_year;hour_of_the_day;day;electricity_consumption
5593;1;234;0.24449675
5594;2;234;0.26757875
5595;3;234;0.20408675
5596;4;234;0.223984
5597;5;234;0.2077815
5598;6;234;0.201709
5599;7;234;0.27432325
5600;8;234;0.17794125
5601;9;234;0.21199775
5602;10;234;0.20329225
5603;11;234;0.19909225
5604;12;234;0.36533425
5605;13;234;0.8057885
5606;14;234;0.54069725
5607;15;234;0.19077725
5608;16;234;0.20071175
5609;17;234;0.18664325
5610;18;234;0.24926025
5611;19;234;0.469619
5612;20;234;0.88079175
5613;21;234;0.68119575
5614;22;234;0.555934
5615;23;234;0.351496
5616;24;234;0.208218
