hour_of_the_year;hour_of_the_day;day;electricity_consumption
6121;1;256;0.23278025
6122;2;256;0.296672
6123;3;256;0.178232
6124;4;256;0.1837405
6125;5;256;0.18777925
6126;6;256;0.18845825
6127;7;256;0.2527915
6128;8;256;0.21613175
6129;9;256;0.2385045
6130;10;256;0.19426225
6131;11;256;0.19112075
6132;12;256;0.222598
6133;13;256;0.738526
6134;14;256;0.9603475
6135;15;256;0.3283615
6136;16;256;0.6152495
6137;17;256;0.2640885
6138;18;256;0.4863565
6139;19;256;0.9077565
6140;20;256;0.605504
6141;21;256;1.07830275
6142;22;256;0.2350505
6143;23;256;0.178031
6144;24;256;0.17665575
