hour_of_the_year;hour_of_the_day;day;electricity_consumption
7417;1;310;0.56997725
7418;2;310;0.31149925
7419;3;310;0.30032975
7420;4;310;0.29784025
7421;5;310;0.310254
7422;6;310;0.298898
7423;7;310;0.29169775
7424;8;310;0.28365425
7425;9;310;0.33315075
7426;10;310;0.297876
7427;11;310;0.27859325
7428;12;310;0.27494125
7429;13;310;0.45270825
7430;14;310;0.508575
7431;15;310;0.50712875
7432;16;310;0.51204175
7433;17;310;0.52281
7434;18;310;1.0638765
7435;19;310;0.464722
7436;20;310;0.33798625
7437;21;310;0.951314
7438;22;310;0.5965455
7439;23;310;0.5467775
7440;24;310;0.3575635
