hour_of_the_year;hour_of_the_day;day;electricity_consumption
4681;1;196;0.31691
4682;2;196;0.182588
4683;3;196;0.18811325
4684;4;196;0.181441
4685;5;196;0.19864175
4686;6;196;0.348421
4687;7;196;0.19693125
4688;8;196;0.25644225
4689;9;196;0.19573275
4690;10;196;0.192038
4691;11;196;0.16930925
4692;12;196;0.2036445
4693;13;196;0.84168275
4694;14;196;1.5364525
4695;15;196;0.9312015
4696;16;196;0.2951225
4697;17;196;0.503655
4698;18;196;0.81968175
4699;19;196;1.26061475
4700;20;196;0.32845675
4701;21;196;0.40436175
4702;22;196;0.47574325
4703;23;196;0.56269925
4704;24;196;0.501819
