hour_of_the_year;hour_of_the_day;day;electricity_consumption
7969;1;333;0.2560225
7970;2;333;0.26410075
7971;3;333;0.27576825
7972;4;333;0.2836265
7973;5;333;0.2935105
7974;6;333;0.30760475
7975;7;333;0.43268025
7976;8;333;0.38856475
7977;9;333;0.29284975
7978;10;333;0.280078
7979;11;333;0.25541225
7980;12;333;0.25948775
7981;13;333;0.26578375
7982;14;333;0.2998085
7983;15;333;0.27606925
7984;16;333;0.383527
7985;17;333;1.053033
7986;18;333;0.80674975
7987;19;333;0.69991875
7988;20;333;0.65148925
7989;21;333;0.67038525
7990;22;333;0.4691665
7991;23;333;0.52091075
7992;24;333;0.3774985
