hour_of_the_year;hour_of_the_day;day;electricity_consumption
5713;1;239;0.2765125
5714;2;239;0.19822725
5715;3;239;0.193879
5716;4;239;0.21111725
5717;5;239;0.1691425
5718;6;239;0.178228
5719;7;239;0.182312
5720;8;239;0.18033975
5721;9;239;0.19616125
5722;10;239;0.38771625
5723;11;239;0.78070675
5724;12;239;2.308478
5725;13;239;0.8445425
5726;14;239;0.678857
5727;15;239;0.19005975
5728;16;239;0.1573055
5729;17;239;0.2134265
5730;18;239;0.24112325
5731;19;239;1.003453
5732;20;239;1.32208775
5733;21;239;0.92199875
5734;22;239;0.5599785
5735;23;239;0.412974
5736;24;239;0.329559
