hour_of_the_year;hour_of_the_day;day;electricity_consumption
5329;1;223;0.1936905
5330;2;223;0.19643025
5331;3;223;0.19523075
5332;4;223;0.18050725
5333;5;223;0.240478
5334;6;223;0.204843
5335;7;223;0.42453425
5336;8;223;0.2920115
5337;9;223;0.41789425
5338;10;223;0.19409225
5339;11;223;0.28157925
5340;12;223;0.169796
5341;13;223;0.17888575
5342;14;223;0.35404075
5343;15;223;0.1799175
5344;16;223;0.171609
5345;17;223;0.61915325
5346;18;223;0.62104775
5347;19;223;0.40976725
5348;20;223;1.11576025
5349;21;223;0.77694825
5350;22;223;0.6047685
5351;23;223;0.65496125
5352;24;223;0.3364355
