hour_of_the_year;hour_of_the_day;day;electricity_consumption
7273;1;304;0.30264075
7274;2;304;0.28629
7275;3;304;0.29150375
7276;4;304;0.315165
7277;5;304;0.33874575
7278;6;304;0.38624625
7279;7;304;0.312569
7280;8;304;0.7341105
7281;9;304;0.3455695
7282;10;304;0.35827175
7283;11;304;0.59440875
7284;12;304;0.63697925
7285;13;304;0.88517475
7286;14;304;1.35753
7287;15;304;0.38670525
7288;16;304;0.55840975
7289;17;304;0.248478
7290;18;304;0.443083
7291;19;304;0.63585725
7292;20;304;0.53877475
7293;21;304;1.32736925
7294;22;304;0.48090675
7295;23;304;0.5905615
7296;24;304;0.5504065
