hour_of_the_year;hour_of_the_day;day;electricity_consumption
8473;1;354;0.2942115
8474;2;354;0.278019
8475;3;354;0.297697
8476;4;354;0.29478
8477;5;354;0.2952255
8478;6;354;0.453992
8479;7;354;0.46600425
8480;8;354;0.401339
8481;9;354;0.45339975
8482;10;354;0.409813
8483;11;354;0.3795725
8484;12;354;0.29440125
8485;13;354;1.38150425
8486;14;354;1.617233
8487;15;354;1.012625
8488;16;354;0.50984325
8489;17;354;0.3936435
8490;18;354;0.33903175
8491;19;354;0.429493
8492;20;354;1.181739
8493;21;354;0.46066725
8494;22;354;0.40214575
8495;23;354;0.72586725
8496;24;354;1.1438695
