hour_of_the_year;hour_of_the_day;day;electricity_consumption
4273;1;179;0.40964625
4274;2;179;0.52018125
4275;3;179;0.15921625
4276;4;179;0.16572075
4277;5;179;0.1858655
4278;6;179;0.19073475
4279;7;179;0.17747575
4280;8;179;0.197676
4281;9;179;0.20866
4282;10;179;0.243937
4283;11;179;0.19881875
4284;12;179;0.52059675
4285;13;179;0.26469575
4286;14;179;0.302434
4287;15;179;0.487218
4288;16;179;0.4810095
4289;17;179;1.41197275
4290;18;179;0.3183535
4291;19;179;1.3065855
4292;20;179;1.05735275
4293;21;179;0.6598345
4294;22;179;0.5180135
4295;23;179;0.5477195
4296;24;179;0.373977
