hour_of_the_year;hour_of_the_day;day;electricity_consumption
7657;1;320;0.4304715
7658;2;320;0.2735865
7659;3;320;0.2847085
7660;4;320;0.28430925
7661;5;320;0.32866025
7662;6;320;0.38731675
7663;7;320;0.67869775
7664;8;320;0.87393875
7665;9;320;0.2947925
7666;10;320;0.5402545
7667;11;320;0.77006975
7668;12;320;0.39285075
7669;13;320;0.461845
7670;14;320;0.36675475
7671;15;320;0.2864035
7672;16;320;0.304888
7673;17;320;0.573126
7674;18;320;0.29251175
7675;19;320;1.006844
7676;20;320;0.81173775
7677;21;320;0.58714625
7678;22;320;0.53484425
7679;23;320;0.28443225
7680;24;320;0.27322275
