hour_of_the_year;hour_of_the_day;day;electricity_consumption
8641;1;361;0.9579425
8642;2;361;0.5689005
8643;3;361;0.28411425
8644;4;361;0.29142925
8645;5;361;0.293525
8646;6;361;0.3142235
8647;7;361;0.32279225
8648;8;361;0.32432675
8649;9;361;0.34842875
8650;10;361;0.28376075
8651;11;361;0.50390925
8652;12;361;1.28069875
8653;13;361;0.3530345
8654;14;361;0.47862275
8655;15;361;0.3186875
8656;16;361;0.371176
8657;17;361;0.341738
8658;18;361;0.96366125
8659;19;361;0.57179175
8660;20;361;0.6168195
8661;21;361;0.4549125
8662;22;361;0.663443
8663;23;361;0.77170025
8664;24;361;0.670173
