hour_of_the_year;hour_of_the_day;day;electricity_consumption
2425;1;102;0.19846525
2426;2;102;0.1970415
2427;3;102;0.17641875
2428;4;102;0.17722075
2429;5;102;0.213881
2430;6;102;0.27351425
2431;7;102;0.361929
2432;8;102;0.180256
2433;9;102;0.19974
2434;10;102;0.217292
2435;11;102;0.23827125
2436;12;102;0.19711125
2437;13;102;0.186565
2438;14;102;0.6814735
2439;15;102;0.44488375
2440;16;102;0.18539775
2441;17;102;0.269774
2442;18;102;0.49258225
2443;19;102;0.48924775
2444;20;102;0.5506365
2445;21;102;0.498617
2446;22;102;0.519754
2447;23;102;0.5884485
2448;24;102;0.366942
