hour_of_the_year;hour_of_the_day;day;electricity_consumption
4177;1;175;0.16566475
4178;2;175;0.188661
4179;3;175;0.19522225
4180;4;175;0.19959725
4181;5;175;0.1939645
4182;6;175;0.2373775
4183;7;175;0.20717525
4184;8;175;0.19570475
4185;9;175;0.81475525
4186;10;175;0.56134625
4187;11;175;0.8770925
4188;12;175;0.58171875
4189;13;175;0.27582725
4190;14;175;0.96039925
4191;15;175;0.46932075
4192;16;175;0.2502385
4193;17;175;0.5880295
4194;18;175;1.54689875
4195;19;175;1.057243
4196;20;175;0.4499135
4197;21;175;0.413126
4198;22;175;0.75899425
4199;23;175;0.772061
4200;24;175;0.4894535
