hour_of_the_year;hour_of_the_day;day;electricity_consumption
4945;1;207;0.254441
4946;2;207;0.1935375
4947;3;207;0.186189
4948;4;207;0.16539875
4949;5;207;0.28826
4950;6;207;0.2307465
4951;7;207;0.1958255
4952;8;207;0.197153
4953;9;207;0.19780275
4954;10;207;0.19540825
4955;11;207;0.332542
4956;12;207;0.40252125
4957;13;207;0.32278375
4958;14;207;0.169213
4959;15;207;0.42185175
4960;16;207;0.595583
4961;17;207;0.1953855
4962;18;207;0.48739225
4963;19;207;0.5825515
4964;20;207;0.5072245
4965;21;207;0.588266
4966;22;207;0.56994375
4967;23;207;0.4487085
4968;24;207;0.18968625
