hour_of_the_year;hour_of_the_day;day;electricity_consumption
7393;1;309;0.30554825
7394;2;309;0.29082525
7395;3;309;0.291734
7396;4;309;0.308862
7397;5;309;0.27241175
7398;6;309;0.2976445
7399;7;309;0.2887205
7400;8;309;0.39528525
7401;9;309;0.50628025
7402;10;309;0.34831225
7403;11;309;0.29658
7404;12;309;1.5545765
7405;13;309;0.91502475
7406;14;309;0.55990875
7407;15;309;0.46804125
7408;16;309;1.32123625
7409;17;309;1.206367
7410;18;309;1.0408705
7411;19;309;0.46683725
7412;20;309;0.669653
7413;21;309;0.79702975
7414;22;309;1.14320625
7415;23;309;0.4386615
7416;24;309;0.50716325
