hour_of_the_year;hour_of_the_day;day;electricity_consumption
7441;1;311;0.313299
7442;2;311;0.31276425
7443;3;311;0.321867
7444;4;311;0.29918125
7445;5;311;0.29740275
7446;6;311;0.69951025
7447;7;311;0.624846
7448;8;311;0.412538
7449;9;311;0.4134875
7450;10;311;0.428387
7451;11;311;0.7346585
7452;12;311;0.5889795
7453;13;311;0.8513245
7454;14;311;0.52741
7455;15;311;0.4410395
7456;16;311;0.29141675
7457;17;311;0.28485425
7458;18;311;0.376555
7459;19;311;0.6359735
7460;20;311;0.61138925
7461;21;311;0.86218375
7462;22;311;0.716606
7463;23;311;0.6363235
7464;24;311;0.46833175
