hour_of_the_year;hour_of_the_day;day;electricity_consumption
3601;1;151;0.197863
3602;2;151;0.22823775
3603;3;151;0.17182475
3604;4;151;0.17637575
3605;5;151;0.18602725
3606;6;151;0.18398325
3607;7;151;0.76616125
3608;8;151;0.773871
3609;9;151;1.086287
3610;10;151;0.49947025
3611;11;151;0.230014
3612;12;151;0.8863375
3613;13;151;1.079902
3614;14;151;0.3876835
3615;15;151;0.62363475
3616;16;151;0.34201775
3617;17;151;0.2711615
3618;18;151;0.20541775
3619;19;151;0.212777
3620;20;151;0.29258525
3621;21;151;0.725641
3622;22;151;1.1732625
3623;23;151;0.64217325
3624;24;151;0.21768625
