hour_of_the_year;hour_of_the_day;day;electricity_consumption
6577;1;275;0.44352875
6578;2;275;0.217562
6579;3;275;0.189948
6580;4;275;0.21656675
6581;5;275;0.181756
6582;6;275;0.16393875
6583;7;275;0.21004975
6584;8;275;0.27413425
6585;9;275;0.193981
6586;10;275;0.16859525
6587;11;275;0.232794
6588;12;275;0.899838
6589;13;275;1.207441
6590;14;275;0.7991605
6591;15;275;0.55012325
6592;16;275;0.29129725
6593;17;275;0.4789145
6594;18;275;1.053954
6595;19;275;0.9375135
6596;20;275;0.644263
6597;21;275;0.74848925
6598;22;275;0.70484375
6599;23;275;0.4244535
6600;24;275;0.32195375
