hour_of_the_year;hour_of_the_day;day;electricity_consumption
2497;1;105;0.33930975
2498;2;105;0.35689825
2499;3;105;0.15768525
2500;4;105;0.16289225
2501;5;105;0.2787145
2502;6;105;0.3155035
2503;7;105;0.25875275
2504;8;105;0.20105575
2505;9;105;0.28051525
2506;10;105;0.52024725
2507;11;105;0.175477
2508;12;105;0.3699085
2509;13;105;0.29258825
2510;14;105;0.34482575
2511;15;105;0.61694375
2512;16;105;0.73222075
2513;17;105;0.282007
2514;18;105;0.43975
2515;19;105;0.40801625
2516;20;105;0.52288225
2517;21;105;0.6941325
2518;22;105;0.60946075
2519;23;105;0.414563
2520;24;105;0.20668025
