hour_of_the_year;hour_of_the_day;day;electricity_consumption
3721;1;156;0.182343
3722;2;156;0.19311
3723;3;156;0.16936225
3724;4;156;0.17635175
3725;5;156;0.1965795
3726;6;156;0.19535725
3727;7;156;0.199616
3728;8;156;0.1971405
3729;9;156;0.197687
3730;10;156;1.33127175
3731;11;156;0.73814175
3732;12;156;0.45487125
3733;13;156;0.6418955
3734;14;156;0.3525925
3735;15;156;0.381489
3736;16;156;0.2878275
3737;17;156;0.39903275
3738;18;156;0.30360075
3739;19;156;1.28064
3740;20;156;0.801295
3741;21;156;1.0480805
3742;22;156;0.71708175
3743;23;156;0.51243925
3744;24;156;0.20079525
