hour_of_the_year;hour_of_the_day;day;electricity_consumption
6313;1;264;0.44748
6314;2;264;0.30566625
6315;3;264;0.26998575
6316;4;264;0.307234
6317;5;264;0.2997965
6318;6;264;0.61825925
6319;7;264;0.25985775
6320;8;264;0.33956875
6321;9;264;0.53286675
6322;10;264;0.30230375
6323;11;264;0.6292205
6324;12;264;0.94691775
6325;13;264;0.76511775
6326;14;264;1.107957
6327;15;264;0.978799
6328;16;264;0.30856
6329;17;264;0.2761975
6330;18;264;0.50793225
6331;19;264;2.1003155
6332;20;264;1.2328595
6333;21;264;0.8685795
6334;22;264;0.6179245
6335;23;264;0.485596
6336;24;264;0.282869
