hour_of_the_year;hour_of_the_day;day;electricity_consumption
1561;1;66;0.530153
1562;2;66;0.2914715
1563;3;66;0.28880925
1564;4;66;0.28698525
1565;5;66;0.28988125
1566;6;66;0.636708
1567;7;66;0.41144775
1568;8;66;0.40882525
1569;9;66;0.465744
1570;10;66;0.4807045
1571;11;66;0.49865825
1572;12;66;0.351549
1573;13;66;0.8501665
1574;14;66;1.06252375
1575;15;66;0.49955625
1576;16;66;0.51467425
1577;17;66;0.9283425
1578;18;66;0.54736525
1579;19;66;0.7008385
1580;20;66;0.93658625
1581;21;66;0.647158
1582;22;66;0.7525805
1583;23;66;0.74842375
1584;24;66;0.39305425
