hour_of_the_year;hour_of_the_day;day;electricity_consumption
6433;1;269;0.2710105
6434;2;269;0.19537
6435;3;269;0.19505675
6436;4;269;0.18785475
6437;5;269;0.20294275
6438;6;269;0.2650955
6439;7;269;0.208882
6440;8;269;0.17859125
6441;9;269;0.19413275
6442;10;269;0.1966675
6443;11;269;0.2014215
6444;12;269;0.19747075
6445;13;269;0.1972105
6446;14;269;0.37001175
6447;15;269;1.24415325
6448;16;269;1.03590325
6449;17;269;0.37910475
6450;18;269;0.41763225
6451;19;269;0.86717025
6452;20;269;0.58543875
6453;21;269;0.59254675
6454;22;269;0.5316535
6455;23;269;0.59346875
6456;24;269;0.45439975
