hour_of_the_year;hour_of_the_day;day;electricity_consumption
8545;1;357;0.27330375
8546;2;357;0.27145775
8547;3;357;0.28341575
8548;4;357;0.29167725
8549;5;357;0.28982325
8550;6;357;0.4234385
8551;7;357;0.3708895
8552;8;357;0.4420035
8553;9;357;0.420886
8554;10;357;0.3925085
8555;11;357;0.4127305
8556;12;357;0.6404345
8557;13;357;1.87531225
8558;14;357;0.983336
8559;15;357;0.664486
8560;16;357;0.55160925
8561;17;357;0.50846725
8562;18;357;0.56181525
8563;19;357;0.77490525
8564;20;357;0.66317475
8565;21;357;0.94728625
8566;22;357;0.75565075
8567;23;357;1.1151865
8568;24;357;0.33011025
