hour_of_the_year;hour_of_the_day;day;electricity_consumption
4105;1;172;0.1936775
4106;2;172;0.18936825
4107;3;172;0.15962
4108;4;172;0.18887575
4109;5;172;0.21592225
4110;6;172;0.21406625
4111;7;172;0.184547
4112;8;172;0.17977575
4113;9;172;0.24093125
4114;10;172;0.387302
4115;11;172;0.19654225
4116;12;172;0.169969
4117;13;172;0.2611695
4118;14;172;0.43911425
4119;15;172;0.18406625
4120;16;172;0.78196325
4121;17;172;0.84190475
4122;18;172;0.3994955
4123;19;172;0.76760775
4124;20;172;0.91002575
4125;21;172;1.09812525
4126;22;172;0.40760125
4127;23;172;0.40574125
4128;24;172;0.38178275
