hour_of_the_year;hour_of_the_day;day;electricity_consumption
2641;1;111;0.29521675
2642;2;111;0.2938275
2643;3;111;0.292395
2644;4;111;0.29535725
2645;5;111;0.38124
2646;6;111;0.29070075
2647;7;111;0.39044825
2648;8;111;0.28806
2649;9;111;0.290901
2650;10;111;0.287259
2651;11;111;0.28696325
2652;12;111;0.28829075
2653;13;111;0.281533
2654;14;111;0.273554
2655;15;111;0.42312025
2656;16;111;0.4306555
2657;17;111;0.27363575
2658;18;111;0.29325025
2659;19;111;0.44503425
2660;20;111;1.08912225
2661;21;111;0.547694
2662;22;111;0.5423765
2663;23;111;0.47264125
2664;24;111;0.40400975
